ack_count_flag,active_max,active_mean,active_min,active_stddev,average_backward_segment_size,average_forward_segment_size,average_packet_size,backward_bytes_init_win,backward_bytes_subflow,backward_flags_psh,backward_flags_urg,backward_header_length,backward_iat_max,backward_iat_mean,backward_iat_min,backward_iat_stddev,backward_iat_total,backward_length_max_packet,backward_length_mean_packet,backward_length_min_packet,backward_length_packet_stddev,backward_length_packets_total,backward_packets_persec,backward_packets_subflow,backward_packets_total,bytes_flow_persec,bytes_forward_init_win,bytes_forward_subflow,count_cwe_flag,count_ece_flag,count_fin_flag,count_flag_psh,count_flag_rst,count_flag_syn,count_flag_urg,destination_port,down_ratio_up,duration_flow,flags_forward_psh,flags_forward_urg,flow_iat_max,flow_iat_mean,flow_iat_min,flow_iat_stddev,flow_packets_persec,forward_header_length,forward_iat_max,forward_iat_mean,forward_iat_min,forward_iat_stddev,forward_iat_total,forward_length_max_packet,forward_length_mean_packet,forward_length_min_packet,forward_length_packet_stddev,forward_length_packets_total,forward_min_segment_size,forward_packets_persec,forward_packets_subflow,forward_packets_total,idle_max,idle_mean,idle_min,idle_stddev,length_max_packet,length_mean_packet,length_min_packet,length_packet_stddev,length_packet_variance
0,0.0,0.0,0.0,0.0,122.0,53.66666666666666,92.71428571428572,149,488,0,0,92,420.0,225.66666666666669,1.0,211.1405535024793,677.0,488.0,122.0,0.0,244.0,488.0,4419.889502762431,4,4,717127.0718232044,8192,161,0,0,0,1,0,0,0,80,1.0,905,0,0,256.0,150.83333333333334,1.0,99.93481208601268,7734.806629834255,72,286.0,231.5,177.0,77.07463914933368,463.0,161.0,53.66666666666666,0.0,92.95339333952974,161.0,20,3314.9171270718234,3,3,0.0,0.0,0.0,0.0,488.0,81.125,0.0,173.78758586274222,30202.125
0,0.0,0.0,0.0,0.0,1932.5,79.75,1192.0,235,11595,0,0,200,122245.0,26640.8,45.0,53640.11727,133204.0,5792.0,1932.5,0.0,2181.008184,11595.0,0.05959198,6,6,118.3298076,0,319,0,0,1,0,0,0,0,80,1.0,100684690,0,0,101000000.0,11200000.0,23.0,33500000.0,0.099319966,124,101000000.0,33500000.0,957.0,58100000.0,101000000.0,313.0,79.75,0.0,155.5257213,319.0,20,0.039727986,4,4,101000000.0,101000000.0,101000000.0,0.0,5792.0,1083.636364,0.0,1826.811883,3337241.655
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2239,0,0,0,0,0,0,0,0,80,0.0,54346837,0,0,54346837.0,54346837.0,54346837.0,0.0,0.0368006697427487,40,54346837.0,54346837.0,54346837.0,0.0,54346837.0,0.0,0.0,0.0,0.0,0.0,20,0.0368006697427487,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,48.0,32.0,48.0,-1,96,0,0,16,156053.0,156053.0,156053.0,0.0,156053.0,48.0,48.0,48.0,0.0,96.0,12.716902671185409,2,2,1017.3522136948324,-1,64,0,0,0,0,0,0,0,53,1.0,157271,0,0,155790.0,52423.66666666667,263.0,89519.14407730523,25.43380534237081,16,157008.0,157008.0,157008.0,0.0,157008.0,32.0,32.0,32.0,0.0,64.0,8,12.716902671185409,2,2,0.0,0.0,0.0,0.0,48.0,38.4,32.0,8.763560920082657,76.8
0,0.0,0.0,0.0,0.0,32.25,108.6666667,65.0,219,129,0,0,92,11990.0,4119.666667,1.0,6818.378277,12359.0,112.0,32.25,0.0,53.7672453,129.0,313.7993253,4,4,35694.67326,8192,326,0,1,0,1,1,0,0,8080,1.0,12747,0,0,11990.0,2124.5,1.0,4835.388495,549.1488193,72,431.0,246.0,61.0,261.629509,492.0,326.0,108.6666667,0.0,188.2161878,326.0,20,235.349494,3,3,0.0,0.0,0.0,0.0,326.0,56.875,0.0,115.4066568,13318.69643
0,0.0,0.0,0.0,0.0,64.0,34.0,66.0,-1,64,0,0,8,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,0.0,64.0,249.4387627837,1,1,24444.9987528062,-1,34,0,0,0,0,0,0,0,53,1.0,4009,0,0,4009.0,4009.0,4009.0,0.0,498.8775255675,8,0.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,0.0,34.0,8,249.4387627837,1,1,0.0,0.0,0.0,0.0,64.0,44.0,34.0,17.3205080757,300.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64002,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17857.1428571429,1,1,0.0,48180,0,0,0,0,0,0,0,1,51079,1.0,56,0,0,56.0,56.0,56.0,0.0,35714.2857142857,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,17857.1428571429,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,469.8888888888889,135.5,312.52941176470586,63,4229,0,0,192,4999929.0,673842.6250000001,0.0,1752265.5502301618,5390741.0,1460.0,469.8888888888889,0.0,608.4253126811138,4229.0,1.6659049778906645,9,9,983.4392386147888,8192,1084,0,1,0,1,1,0,0,443,1.0,5402469,0,0,4999907.0,337654.31250000006,0.0,1244563.807725835,3.146709402682366,172,183163.0,57508.857142857145,174.0,82381.67115814975,402562.0,767.0,135.49999999999997,0.0,265.58937156014787,1084.0,20,1.4808044247917018,8,8,0.0,0.0,0.0,0.0,1460.0,295.16666666666663,0.0,486.3451026005396,236531.55882352943
0,0.0,0.0,0.0,0.0,57.75,24.25,41.0,141,231,0,0,92,5978593.0,1993068.66666667,233.0,3451565.32085029,5979206.0,231.0,57.75,0.0,115.5,231.0,0.6689681401,4,4,54.8553874847,8192,97,0,0,0,1,0,0,0,80,1.0,5979358,0,0,5917385.0,854194.0,43.0,2232773.31533618,1.3379362801,92,61610.0,20657.6666666667,168.0,35465.7635802944,61973.0,97.0,24.25,0.0,48.5,97.0,20,0.6689681401,4,4,0.0,0.0,0.0,0.0,231.0,36.4444444444,0.0,79.6996096463,6352.0277777778
0,0.0,0.0,0.0,0.0,122.0,53.6666666667,92.7142857143,149,488,0,0,92,40225.0,13471.3333333333,29.0,23169.4475621093,40414.0,488.0,122.0,0.0,244.0,488.0,98.1402424064,4,4,15923.2543304382,8192,161,0,0,0,1,0,0,0,80,1.0,40758,0,0,39866.0,6793.0,29.0,16202.8832002209,171.7454242112,72,39866.0,20134.5,403.0,27904.5549059647,40269.0,161.0,53.6666666667,0.0,92.9533933395,161.0,20,73.6051818048,3,3,0.0,0.0,0.0,0.0,488.0,81.125,0.0,173.7875858627,30202.125
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,123,0,0,0,0,0,0,0,0,49776,0.0,109,0,0,109.0,109.0,109.0,0.0,18348.623853211007,40,109.0,109.0,109.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,20,18348.623853211007,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,225.8571428571429,114.8,160.52941176470588,62852,1581,0,0,152,937537.0,382394.0,104496.0,379577.3010278671,2294364.0,1173.0,225.8571428571429,0.0,430.0986044197418,1581.0,2.8620761418559417,7,7,1115.800827303552,8192,1148,0,1,0,1,1,0,0,3389,0.0,2445777,0,0,937537.0,152861.0625,4.0,261852.18082026576,6.950756344507287,212,1152344.0,271753.0,4.0,381016.0983439545,2445777.0,677.0,114.8,0.0,210.0924664152536,1148.0,20,4.088680202651346,10,10,0.0,0.0,0.0,0.0,1173.0,151.61111111111114,0.0,305.08265782337605,93075.42810457516
0,0.0,0.0,0.0,0.0,56.0,40.0,68.0,-1,56,0,0,8,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,0.0,56.0,1876.1726078799,1,1,180112.570356473,-1,40,0,0,0,0,0,0,0,53,1.0,533,0,0,533.0,533.0,533.0,0.0,3752.3452157599,8,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,40.0,8,1876.1726078799,1,1,0.0,0.0,0.0,0.0,56.0,45.3333333333,40.0,9.237604307,85.3333333333
0,0.0,0.0,0.0,0.0,202.0,40.0,131.0,-1,404,0,0,64,3.0,3.0,3.0,0.0,3.0,202.0,202.0,202.0,0.0,404.0,10695.1871657754,2,2,2588235.29411765,-1,80,0,0,0,0,0,0,0,53,1.0,187,0,0,181.0,62.3333333333,3.0,102.7683479158,21390.3743315508,64,3.0,3.0,3.0,0.0,3.0,40.0,40.0,40.0,0.0,80.0,32,10695.1871657754,2,2,0.0,0.0,0.0,0.0,202.0,104.8,40.0,88.7310543158,7873.2
1,0.0,0.0,0.0,0.0,0.0,10.333333333333334,7.75,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.2520325203252,1,1,6300.8130081300815,1053,31,0,0,0,0,0,0,0,53288,0.0,4920,0,0,4908.0,1640.0,0.0,2830.1773796000844,813.0081300813008,60,4908.0,2454.0,0.0,3470.480082063575,4908.0,31.0,10.333333333333332,0.0,17.8978583448784,31.0,20,609.7560975609756,3,3,0.0,0.0,0.0,0.0,31.0,6.2,0.0,13.863621460498695,192.2
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,127,0,0,0,0,0,0,0,0,51769,0.0,69,0,0,69.0,69.0,69.0,0.0,28985.5072463768,40,69.0,69.0,69.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,20,28985.5072463768,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,139.0,40.0,109.5,-1,139,0,0,8,0.0,0.0,0.0,0.0,0.0,139.0,139.0,139.0,0.0,139.0,1223.9902080783354,1,1,219094.247246022,-1,40,0,0,0,0,0,0,0,53,1.0,817,0,0,817.0,817.0,817.0,0.0,2447.980416156671,8,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,40.0,8,1223.9902080783354,1,1,0.0,0.0,0.0,0.0,139.0,73.0,40.0,57.15767664977295,3267.0
0,0.0,0.0,0.0,0.0,73.0,45.0,70.25,-1,146,0,0,16,18079.0,18079.0,18079.0,0.0,18079.0,73.0,73.0,73.0,0.0,146.0,106.19656985079382,2,2,12531.195242393673,-1,90,0,0,0,0,0,0,0,53,1.0,18833,0,0,17664.0,6277.666666666666,415.0,9862.310598096845,212.39313970158764,16,18418.0,18418.0,18418.0,0.0,18418.0,45.0,45.0,45.0,0.0,90.0,8,106.19656985079382,2,2,0.0,0.0,0.0,0.0,73.0,56.2,45.0,15.336231610144653,235.20000000000005
0,0.0,0.0,0.0,0.0,129.0,32.0,88.5,-1,258,0,0,40,48.0,48.0,48.0,0.0,48.0,129.0,129.0,129.0,0.0,258.0,7905.13834,2,2,1272727.273,-1,64,0,0,0,0,0,0,0,53,1.0,253,0,0,204.0,84.33333333,1.0,106.265391,15810.27668,40,1.0,1.0,1.0,0.0,1.0,32.0,32.0,32.0,0.0,64.0,20,7905.13834,2,2,0.0,0.0,0.0,0.0,129.0,70.8,32.0,53.12908808,2822.7
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,63964,0,0,0,0,0,0,0,0,65056,0.0,146,0,0,146.0,146.0,146.0,0.0,13698.6301369863,40,146.0,146.0,146.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,20,13698.6301369863,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,197.625,202.7777778,200.3529412,62852,1581,0,0,184,561474.0,389271.5714,343704.0,79331.82604,2724901.0,1173.0,197.625,0.0,406.121705,1581.0,2.607164227,8,8,1110.000169,8192,1825,0,0,0,1,0,0,0,3389,0.0,3068468,0,0,561435.0,191779.25,39.0,198160.2821,5.540223981,192,735191.0,383558.5,169.0,217396.0585,3068468.0,677.0,202.7777778,0.0,277.7812889,1825.0,20,2.933059755,9,9,0.0,0.0,0.0,0.0,1173.0,189.2222222,0.0,326.2863332,106462.7712
0,0.0,0.0,0.0,0.0,0.0,50.0,66.6666666667,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99.7581861568,-1,150,0,0,0,0,0,0,0,137,0.0,1503636,0,0,752664.0,751818.0,750972.0,1196.4246737676,1.9951637231,24,752664.0,751818.0,750972.0,1196.4246737676,1503636.0,50.0,50.0,50.0,0.0,150.0,8,1.9951637231,3,3,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,440,0,0,0,0,0,0,0,0,50997,0.0,1,0,0,1.0,1.0,1.0,0.0,2000000.0,40,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,2000000.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2049,0,0,0,0,0,0,0,0,80,0.0,20044443,0,0,20000000.0,20000000.0,20000000.0,0.0,0.099778278,40,20000000.0,20000000.0,20000000.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,20,0.099778278,2,2,20000000.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,32738,0,0,0,0,0,0,0,0,80,0.0,10868,0,0,10868.0,10868.0,10868.0,0.0,184.0264998,40,10868.0,10868.0,10868.0,0.0,10868.0,0.0,0.0,0.0,0.0,0.0,20,184.0264998,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,192,0,0,0,0,0,0,0,0,50027,0.0,1,0,0,1.0,1.0,1.0,0.0,2000000.0,40,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,2000000.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17543.85965,1,1,0.0,290,0,0,0,0,0,0,0,1,50642,1.0,57,0,0,57.0,57.0,57.0,0.0,35087.7193,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,17543.85965,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,225,0,0,0,0,0,0,0,0,80,0.0,3513,0,0,3513.0,3513.0,3513.0,0.0,569.3139767,64,3513.0,3513.0,3513.0,0.0,3513.0,0.0,0.0,0.0,0.0,0.0,32,569.3139767,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,32.25,108.6666667,65.0,219,129,0,0,92,9873.0,3406.333333,17.0,5602.469931,10219.0,112.0,32.25,0.0,53.7672453,129.0,374.2164842,4,4,42567.12508,8192,326,0,1,0,1,1,0,0,8080,1.0,10689,0,0,9873.0,1781.5,17.0,3967.969191,654.8788474,72,492.0,271.0,50.0,312.5411973,542.0,326.0,108.6666667,0.0,188.2161878,326.0,20,280.6623632,3,3,0.0,0.0,0.0,0.0,326.0,56.875,0.0,115.4066568,13318.69643
0,109337.0,109337.0,109337.0,0.0,388.84615384615387,59.22222222222222,254.0,31,5055,0,0,272,39395366.0,3291089.25,1.0,11369910.329695515,39493071.0,1460.0,388.8461538461538,0.0,617.3567102513001,5055.0,0.3290744434484177,13,13,141.451383845366,8192,533,0,1,0,1,1,0,0,443,1.0,39504739,0,0,39395366.0,1881178.047619048,1.0,8595589.103118002,0.5568952119896299,192,25110.0,7139.375,65.0,8985.511225419667,57115.0,192.0,59.22222222222223,0.0,82.11847809381543,533.0,20,0.2278207685412122,9,9,39395366.0,39395366.0,39395366.0,0.0,1460.0,242.9565217391304,0.0,489.2963851993696,239410.9525691699
0,0.0,0.0,0.0,0.0,89.0,33.0,77.5,-1,89,0,0,8,0.0,0.0,0.0,0.0,0.0,89.0,89.0,89.0,0.0,89.0,52.4493863421798,1,1,6398.825133745935,-1,33,0,0,0,0,0,0,0,53,1.0,19066,0,0,19066.0,19066.0,19066.0,0.0,104.8987726843596,8,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,0.0,33.0,8,52.4493863421798,1,1,0.0,0.0,0.0,0.0,89.0,51.66666666666667,33.0,32.331615074619044,1045.3333333333337
0,0.0,0.0,0.0,0.0,207.0,30.0,133.5,-1,207,0,0,8,0.0,0.0,0.0,0.0,0.0,207.0,207.0,207.0,0.0,207.0,547.3453749316,1,1,129720.853858785,-1,30,0,0,0,0,0,0,0,53,1.0,1827,0,0,1827.0,1827.0,1827.0,0.0,1094.6907498632,8,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,30.0,8,547.3453749316,1,1,0.0,0.0,0.0,0.0,207.0,89.0,30.0,102.1909976466,10443.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2239,0,0,0,0,0,0,0,0,80,0.0,54936049,0,0,54936049.0,54936049.0,54936049.0,0.0,0.036405967236559,40,54936049.0,54936049.0,54936049.0,0.0,54936049.0,0.0,0.0,0.0,0.0,0.0,20,0.036405967236559,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,25.66666667,41.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,373786.4078,256,77,0,0,0,0,0,1,0,443,0.0,206,1,0,186.0,103.0,20.0,117.3797257,14563.1068,60,186.0,103.0,20.0,117.3797257,206.0,46.0,25.66666667,0.0,23.45918441,77.0,20,14563.1068,3,3,0.0,0.0,0.0,0.0,46.0,30.75,0.0,21.68524844,470.25
0,0.0,0.0,0.0,0.0,99.0,43.0,81.75,-1,198,0,0,16,42.0,42.0,42.0,0.0,42.0,99.0,99.0,99.0,0.0,198.0,17.8945296423,2,2,2541.023209205,-1,86,0,0,0,0,0,0,0,53,1.0,111766,0,0,73197.0,37255.3333333333,42.0,36594.0754540039,35.7890592846,16,38527.0,38527.0,38527.0,0.0,38527.0,43.0,43.0,43.0,0.0,86.0,8,17.8945296423,2,2,0.0,0.0,0.0,0.0,99.0,65.4,43.0,30.6724632203,940.8
1,0.0,0.0,0.0,0.0,0.0,6.0,9.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4000000.0,7875,12,0,0,0,0,0,0,0,61446,0.0,3,0,0,3.0,3.0,3.0,0.0,666666.666666667,40,3.0,3.0,3.0,0.0,3.0,6.0,6.0,6.0,0.0,12.0,20,666666.666666667,2,2,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0
0,0.0,0.0,0.0,0.0,252.0,44.0,170.0,-1,252,0,0,8,0.0,0.0,0.0,0.0,0.0,252.0,252.0,252.0,0.0,252.0,3937.007874015748,1,1,1165354.3307086611,-1,44,0,0,0,0,0,0,0,53,1.0,254,0,0,254.0,254.0,254.0,0.0,7874.015748031496,8,0.0,0.0,0.0,0.0,0.0,44.0,44.0,44.0,0.0,44.0,8,3937.007874015748,1,1,0.0,0.0,0.0,0.0,252.0,113.33333333333331,44.0,120.08885599144216,14421.333333333332
1,4.0,4.0,4.0,0.0,1932.5,59.0,923.6923077,235,11595,0,0,200,141260.0,30710.8,15.0,62015.31791,153554.0,4344.0,1932.5,0.0,1754.831473,11595.0,0.059740869,6,6,119.5613929,274,413,0,0,0,0,0,0,0,80,0.0,100433758,0,0,99300000.0,8369479.833,1.0,28600000.0,0.12943855,240,99300000.0,16700000.0,1.0,40500000.0,100000000.0,413.0,59.0,0.0,156.0993274,413.0,32,0.069697681,7,7,99300000.0,99300000.0,99300000.0,0.0,4344.0,857.7142857,0.0,1459.07349,2128895.451
1,40670.0,40670.0,40670.0,0.0,0.0,0.6666666667,0.6,983,0,0,0,64,10194212.0,10194212.0,10194212.0,0.0,10194212.0,0.0,0.0,0.0,0.0,0.0,0.1370655741,2,2,0.1370655741,251,2,0,0,0,0,0,0,0,80,0.0,14591556,0,0,10153638.0,3647889.0,40574.0,4790681.81126695,0.3426639352,60,10194308.0,7295778.0,4397248.0,4099140.43694529,14591556.0,1.0,0.6666666667,0.0,0.5773502692,2.0,20,0.2055983611,3,3,10153638.0,10153638.0,10153638.0,0.0,1.0,0.5,0.0,0.5477225575,0.3
0,0.0,0.0,0.0,0.0,2320.2,8.666666667,1453.375,229,11601,0,0,112,507175.0,128424.5,188.0,252515.9508,513698.0,7300.0,2320.2,0.0,3022.508098,11601.0,9.731602406,5,5,22629.86823,8192,26,0,0,0,1,0,0,0,80,1.0,513790,0,0,507175.0,73398.57143,45.0,191288.7368,15.57056385,72,5841.0,3096.5,352.0,3881.309122,6193.0,20.0,8.666666667,0.0,10.26320288,26.0,20,5.838961443,3,3,0.0,0.0,0.0,0.0,7300.0,1291.888889,0.0,2460.652985,6054813.111
1,11932.0,11717.333333333334,11555.0,193.8719508679204,0.0,60.0,45.71428571428572,133,0,0,0,60,31030998.0,31030689.0,31030380.0,436.9919907732864,62061378.0,0.0,0.0,0.0,0.0,0.0,0.0443589040482157,3,3,3.5487123238572607,254,240,0,0,0,0,0,1,0,443,0.0,67630165,1,0,31019333.0,11271694.166666666,11555.0,15446163.531680526,0.1035041094458367,80,31030888.0,22543388.333333336,5569164.0,14700109.48730996,67630165.0,80.0,60.0,0.0,40.0,240.0,20,0.059145205397621,4,4,31019333.0,22531671.0,5557232.0,14700295.395649264,80.0,40.0,0.0,42.76179870598791,1828.571428571429
0,0.0,0.0,0.0,0.0,57.75,24.25,41.0,141,231,0,0,92,6543129.0,2181251.0,311.0,3777497.156208592,6543753.0,231.0,57.75,0.0,115.5,231.0,0.6112529217889661,4,4,50.12273958669522,8192,97,0,0,0,1,0,0,0,80,1.0,6543936,0,0,6481809.0,934848.0,39.0,2446086.082743887,1.222505843577932,92,61805.0,20709.0,100.0,35590.23226954272,62127.0,97.0,24.25,0.0,48.5,97.0,20,0.6112529217889661,4,4,0.0,0.0,0.0,0.0,231.0,36.44444444444444,0.0,79.6996096463325,6352.027777777778
0,0.0,0.0,0.0,0.0,225.8571429,141.5,180.8666667,62868,1581,0,0,148,968857.0,223290.1667,63804.0,365661.396,1339741.0,1173.0,225.8571429,0.0,430.0986044,1581.0,4.988878365,7,7,1933.546715,8192,1132,0,0,0,1,0,0,0,3389,0.0,1403121,0,0,968857.0,100222.9286,59.0,251848.0138,10.69045364,168,1077699.0,200445.8571,127.0,387591.5832,1403121.0,661.0,141.5,0.0,222.7920235,1132.0,20,5.701575274,8,8,0.0,0.0,0.0,0.0,1173.0,169.5625,0.0,317.7627981,100973.1958
0,0.0,0.0,0.0,0.0,160.0,30.0,110.0,-1,160,0,0,8,0.0,0.0,0.0,0.0,0.0,160.0,160.0,160.0,0.0,160.0,395.256917,1,1,75098.81423,-1,30,0,0,0,0,0,0,0,53,1.0,2530,0,0,2530.0,2530.0,2530.0,0.0,790.513834,8,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,30.0,8,395.256917,1,1,0.0,0.0,0.0,0.0,160.0,73.33333333,30.0,75.05553499,5633.333333
0,0.0,0.0,0.0,0.0,135.0,35.0,93.75,-1,270,0,0,16,21.0,21.0,21.0,0.0,21.0,135.0,135.0,135.0,0.0,270.0,43.66907574401188,2,2,7423.74287648202,-1,70,0,0,0,0,0,0,0,53,1.0,45799,0,0,25886.0,15266.333333333332,21.0,13538.72779596862,87.33815148802375,16,25886.0,25886.0,25886.0,0.0,25886.0,35.0,35.0,35.0,0.0,70.0,8,43.66907574401188,2,2,0.0,0.0,0.0,0.0,135.0,75.0,35.0,54.77225575051661,3000.0
0,0.0,0.0,0.0,0.0,225.8571428571429,127.55555555555556,170.5625,62852,1581,0,0,152,1360142.0,464696.0,43268.0,553763.4432109075,2788176.0,1173.0,225.8571428571429,0.0,430.0986044197418,1581.0,2.41683581640196,7,7,942.2207061372784,8192,1148,0,1,0,1,1,0,0,3389,0.0,2896349,0,0,1205912.0,193089.9333333333,45.0,367808.4462246748,5.524196151775908,192,1205912.0,362043.625,45.0,497555.0906904502,2896349.0,677.0,127.55555555555556,0.0,218.69105555046775,1148.0,20,3.1073603353739485,9,9,0.0,0.0,0.0,0.0,1173.0,160.5294117647059,0.0,312.04409096453395,97371.51470588232
1,0.0,0.0,0.0,0.0,6.0,0.0,4.5,0,18,0,0,60,48.0,24.5,1.0,33.2340187158,49.0,6.0,6.0,6.0,0.0,18.0,30000.0,3,3,180000.0,972,0,0,0,0,0,0,0,0,61964,3.0,100,0,0,51.0,33.3333333333,1.0,28.0416357107,40000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,10000.0,1,1,0.0,0.0,0.0,0.0,6.0,3.6,0.0,3.286335345,10.8
0,0.0,0.0,0.0,0.0,122.0,53.6666666667,92.7142857143,149,488,0,0,92,340.0,196.0,0.0,175.8635834958,588.0,488.0,122.0,0.0,244.0,488.0,4956.6294919455,4,4,804213.135068154,8192,161,0,0,0,1,0,0,0,80,1.0,807,0,0,248.0,134.5,0.0,94.8319566391,8674.1016109046,72,275.0,200.0,125.0,106.066017178,400.0,161.0,53.6666666667,0.0,92.9533933395,161.0,20,3717.4721189591,3,3,0.0,0.0,0.0,0.0,488.0,81.125,0.0,173.7875858627,30202.125
0,0.0,0.0,0.0,0.0,225.8571428571,104.3636363636,151.6111111111,62852,1581,0,0,148,2588230.0,689256.0,25604.0,987827.340892932,4135536.0,1173.0,225.8571428571,0.0,430.0986044197,1581.0,1.6217097825,7,7,632.2351423583,8192,1148,0,0,0,1,0,0,0,3389,0.0,4316432,0,0,2421562.0,253907.764705882,65.0,602577.573023023,4.1701108693,228,2421562.0,431643.2,65.0,782761.273738722,4316432.0,677.0,104.3636363636,0.0,202.2944748268,1148.0,20,2.5484010868,11,11,0.0,0.0,0.0,0.0,1173.0,143.6315789474,0.0,298.5202785828,89114.3567251462
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,279,0,0,0,0,0,0,0,0,80,0.0,54004734,0,0,54004734.0,54004734.0,54004734.0,0.0,0.0370337904,40,54004734.0,54004734.0,54004734.0,0.0,54004734.0,0.0,0.0,0.0,0.0,0.0,20,0.0370337904,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
